@relation Cities_Above_90_Without_PM10_attributesremoved

@attribute PM2.5 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute AQI numeric

@data
80.07,32.78,70.61,45.46,34.61,0,12.22,34.35,225
87.46,13.69,69.13,41.07,25.52,0,9.67,44.31,177
95.36,20.53,70.75,51.15,24.31,0,10.3,33.02,234
70.3,8.61,58.29,36.34,19.83,0,16.11,32.07,183
78.86,37.04,76.84,56.41,31.07,0,15.68,39.68,164
89.46,32.47,69.36,51.81,27.98,0,11.92,60.8,193
94.76,41.21,85.95,73.06,34.2,0,14.62,42.16,239
88.44,44.32,102.56,74.17,33.45,0,19.33,43.99,211
96.1,59.36,73.96,54.8,48.84,0,23.61,43.56,198
105.77,79.4,81.74,95.22,59.68,0,15.6,30.72,260
83.29,33.6,27.88,31.18,42.31,0,12.79,49.59,171
67.74,31.18,16.57,20.46,43.52,0,13.37,35.43,173
71.2,23.76,14.07,15.77,49.67,0,10.78,53.28,141
52.41,8.34,16.29,10.69,31.7,0,8.48,77.47,116
73.67,16.86,13.42,25.55,33.4,0,12.92,56.89,124
84.48,16.75,14.47,31.11,37.71,0,10.84,52.2,190
94.69,7.76,17.15,31.71,29.4,0,12.27,70.72,223
84.69,17.52,18.37,46.95,38.1,0.01,10.02,51.67,189
67.67,6.84,17.24,28.63,24.09,0.22,12.44,80.44,171
67.38,13.71,22.56,32.81,19.99,0.21,8.79,63.97,148
84.31,19.13,40.92,48.47,28.49,0.31,10.4,68.73,181
86.57,40.34,43.76,61.77,38.27,0.42,9.51,46.15,163
95.31,43.3,47.69,57.18,38.66,0.5,10.99,43.38,247
72.7,36.15,35.06,55.53,42.02,0.46,14.81,63.56,171
67.97,25.14,32.42,50.91,40.31,1.23,17.77,64.12,167
59.22,20.02,31.76,45.22,34.48,1.16,18.37,78.61,154
99.61,38.71,42.64,67.01,35.15,1.36,17.4,40.81,219
69.6,29.36,34.65,50.6,23.28,1.18,13.34,50.29,208
71.01,43.6,19.91,44.29,28.1,1.7,10.94,30.7,177
79.98,19.29,18.69,31.11,28.86,0.83,11.35,42.92,168
49.84,10.72,22.09,25.56,23.2,0.75,21.12,77.78,140
56.54,11.65,24.31,28.55,20.12,0.83,16.14,86.54,132
116.02,13.46,25.7,30.15,18.66,0.75,14.37,73.03,153
311.35,14.14,21.31,24.59,18.89,0.91,20.56,65.91,305
130.52,15.71,21.3,26.28,19.11,1.1,17.89,54.31,291
53.61,16.79,25.11,31.33,18.18,0.89,12.54,69.47,208
61.1,16.18,21.12,26.43,17.2,1.23,12.96,60.7,140
68.06,10.99,17.46,19.86,13.4,0.54,11.43,94.86,158
77.44,10.81,14.99,17.21,12.94,0.48,11.92,102.21,204
56.46,7.94,19.03,20.32,11.33,0.6,10.6,65.26,140
61.48,9.45,28.36,32.45,22.27,0.62,9,63.08,146
79.69,11.22,27.64,32.95,12.66,0.59,9.26,65.17,114
70.2,13.93,28.2,38.92,13.95,1.18,12.55,45.86,156
73.01,24.19,33.56,54.9,19.48,1.51,10.87,46.16,174
107.82,34.5,44.05,78.06,19.8,1.65,14.71,38.36,221
103.08,16.87,39.2,55.76,22.7,0.71,9.36,60.49,275
65.08,20.2,41.52,61.35,23.01,1.17,12.98,89.57,198
65.66,32.37,64.87,87.92,26.91,1.41,7.55,69.73,167
105.11,33.99,60.04,86.83,35.53,1.55,10.72,38.47,223
116.61,36.02,48.54,77.43,44.82,1.43,10.53,39.8,254
146.31,33.72,48.56,73.15,38.87,1.34,9.91,39.47,311
74.56,26.21,49.15,65.37,36.05,0.98,17.05,40.12,180
49.48,13.33,37.71,41.26,26.34,0.83,8.32,63.51,148
42.24,13.97,43.16,47.11,26.92,0.81,10.13,53.56,107
56.23,15.35,39.9,42.66,26.69,0.89,11.47,51.77,130
55.39,13.49,39.98,43.46,26.86,0.99,8.37,81.28,154
64.1,11.57,34.24,36.96,24.35,0.75,12,81.47,147
55.62,10.77,38.45,40.16,25.44,0.76,8.08,56.37,118
51.15,10.81,50.57,54.25,28.59,0.67,6.62,56.2,111
56.89,11.9,45.56,49.83,33.53,0.71,8.31,58.18,114
31.08,9.04,39.92,40.93,27.62,0.65,8.22,68.26,105
33.67,12.09,47.97,51.47,26.16,0.65,10.76,61.55,98
44.18,15.66,51.18,58.14,27.31,0.79,9.78,45.88,103
30.45,13.12,43.17,48.29,23.28,0.62,9.88,60.92,100
32.75,8.88,39.37,45.3,23.9,0.68,10.32,66.18,99
45.01,7.93,38.12,42.08,20.44,0.77,12.32,91.2,127
34.41,13.06,42.62,48.85,23.44,0.61,9.72,74.52,113
42.66,14.24,47.37,56.16,25.5,1.07,7.8,62.44,118
55.22,15.03,47.85,61.12,23.49,1.2,9.81,45.99,133
47.13,11.63,41.97,51.65,20.16,0.67,10.37,24.9,126
43.63,12.56,42.68,54.24,23.55,0.82,8.84,34.09,133
50.2,9.71,36.64,45.46,21.3,0.69,10.57,60.08,137
41,7.91,37.36,43.71,17.9,0.71,11.16,74.39,124
33.6,6.73,34.5,39.58,15.99,0.76,11.81,84.96,116
44.62,7.62,29.87,34.41,15.79,0.78,11.13,81.08,113
41.72,9.1,39.72,44.5,19.97,0.78,9.02,50.35,115
56.15,10.23,34.22,40.25,16.37,0.67,8.62,48.83,125
52.94,8.89,29.2,33.77,20.57,0.73,9.33,71.21,146
40.63,7.92,29.49,33.29,19.85,0.79,7.61,69.35,113
48.33,8.93,38.26,43.21,17.58,0.73,8.77,53.65,117
56.76,9.43,40.11,46.6,18.28,0.69,10.05,62.13,139
56.16,20.9,48.03,65.21,23.62,1.17,10.06,42.88,121
76.01,37.87,53,86.52,30.64,1.67,10.24,31.33,172
49.92,10.75,34.58,40.83,19.53,0.86,11.31,43.54,140
46.52,15.38,34.81,45.81,20.63,0.91,10.16,76.41,131
60.9,11.89,35.24,42.69,19.86,0.72,11.24,66.68,151
43.4,5.7,28.65,33.35,15.82,0.56,11.76,87.17,140
54.63,5.06,26.69,31.74,21.56,0.72,9.94,100.86,134
60.99,19.34,29.31,45.68,24.15,0.84,10.63,98.23,150
62.79,9.79,33.62,39.32,19.23,0.83,9.35,91.4,181
55.95,18.11,37.81,55.55,21.97,1.18,13.25,44.35,142
62.98,10.44,35.89,43.27,21.16,0.74,11.46,70.08,151
56.87,7.97,24.82,28.76,19.91,0.77,9.65,97.55,145
45.6,8.9,34.27,39.97,27.39,1.03,8.96,93.05,157
49.85,7.89,22.81,26.74,35.65,1.06,7.76,104.05,158
39.81,7.39,25.52,28.75,28.36,0.8,7.84,98.39,127
48.96,7.64,28.91,29.88,30.81,0.53,7.77,80.06,129
42.24,6.42,30.38,34.97,25.95,0.66,6.34,70.35,116
26.2,6.25,25.04,26.56,32.85,0.52,4.2,59.07,100
27.64,9.52,39.4,38.41,21.54,0.68,7.09,43.98,97
33.56,7.93,36.24,35.13,21.58,0.64,8.4,65.62,124
37.67,8.38,35.9,35.45,23.19,0.6,7.43,60.73,125
57.56,8.44,40.43,43.58,27.59,0.63,5.59,37.98,130
51.78,8.54,35.93,38.92,23.86,0.61,7.5,40.94,153
54.55,8.65,37.14,37.22,23.45,0.58,7.97,59.38,149
64.1,11.68,45.78,48.99,28.08,0.78,7.73,45.28,140
79.58,11.43,38.54,42.25,25.2,0.85,9.92,45.52,202
126.39,8.17,30.55,30.89,18.35,0.53,6.64,66.89,434
36.29,8.24,34.2,34.26,21.84,0.5,8.73,70.82,185
96.02,4.74,33.55,34.61,22.12,0.7,6.96,71.61,173
98.88,15.07,48.53,56.57,19.74,1.15,9.55,49.49,124
56.46,20.38,60.46,71.45,25.05,1.19,9.46,42.43,157
55.72,11.2,49.13,50.99,22.9,0.84,10.84,46.37,136
76.08,7.31,53.92,50.85,27.11,0.71,10.29,42.32,176
58.94,12.69,44.65,51.62,21.43,0.66,7.69,39.32,179
56.72,8.52,32.45,40.97,11.99,0.5,5.78,68.36,157
53.42,6.75,34.49,35.74,24.11,0.46,5.95,52.55,158
56.81,7.73,40.11,41.2,38.78,0.7,7.74,51.24,147
65.79,9.47,29.32,32.24,25.56,0.6,5.51,56,168
47.86,8.07,26.94,30.48,16.3,0.49,7.75,85.36,172
51.16,9.04,25.09,30.24,18.38,0.73,7.2,101.61,150
60.11,12.38,34.71,40.5,18.5,0.77,8.75,111.96,160
67.36,10.71,25.6,31.37,11.54,0.67,8.65,94.99,171
53.19,13.16,26.45,34.22,17.04,0.86,10.8,84.84,176
96.38,12.76,29.69,39.54,20.09,0.96,7.31,90.6,250
55.01,10.03,24.3,31.34,18.82,0.74,8.61,87.99,181
52.1,12.6,35.04,41.54,13.08,0.84,8.44,83.94,153
60.83,13.33,46.07,43.12,14.23,0.8,9.23,69.54,137
55.45,11.51,36.61,35.19,12.97,0.94,9.43,55.5,157
76.41,10.18,32.45,34.29,12.29,1.85,10.77,47.12,152
83.35,7.27,24.54,27.02,11.79,1.77,10.47,70.44,255
78.39,8.56,27.49,30.82,9,2.1,10.55,56.62,204
71.69,17.05,41.27,51.73,12.65,2.11,11.15,68.29,194
70.42,16.53,37.41,48.58,11.81,0.8,12.09,75.99,181
56.88,15.45,38.21,48.72,12.85,0.91,11.27,74.15,156
66.11,2.87,16.03,14.57,18.77,0.88,8.6,98.27,161
54.57,3.14,21.16,19.51,19.62,0.83,9.45,93.77,172
57.33,2.77,19.16,16.62,19.17,0.82,9.83,106.57,193
68.99,6.78,27.86,27.73,21.62,1.07,11.69,91.18,160
75.45,11.54,36.46,39.64,21.7,0.97,11.24,73.61,199
61.93,7.43,30.38,31.24,23.1,0.86,16.49,101.63,171
68.44,19.24,54.59,58.58,38.58,1.15,10.24,74.21,169
56.84,20.06,44.26,50.55,33.24,1.03,12.22,71.11,174
63.49,11.96,27.59,37.31,17.05,0.61,10.01,75.28,153
70.45,9.79,41.91,44.83,14.22,0.93,15.87,77.68,169
64.81,5.46,29.36,28.58,11.97,0.85,10.39,80.15,170
59.09,6.79,22.64,25.08,17.28,0.98,10.23,48.49,146
50.38,6.56,33.95,30.82,22.41,0.9,10.31,61.73,138
71.04,8.39,24.45,29.19,16.23,0.9,12.89,53.89,150
116.5,9.98,22.31,27.64,18.84,0.81,11.85,61.13,379
69.06,8.63,19.95,23.85,12.8,0.61,10.85,52.37,265
79.44,9.96,20.29,26.62,12.03,0.9,11.14,41.93,190
79.41,7.9,12.82,18.46,14.82,0.74,9.03,70.1,210
59.58,7.62,15.35,19.44,13.97,0.82,8.07,94.49,189
69.5,7.76,17.07,20.01,14.55,0.82,8.76,77.34,132
83.02,8.39,19.03,23.36,16.57,0.81,8.28,35.54,220
49.28,9.29,18.54,23.49,23.33,0.53,10.74,30.99,160
45.19,7.87,18.04,21.46,20.35,0.5,11.19,49.77,100
49.5,9.69,18.3,22.39,19.28,0.44,9.54,50.65,118
73.33,8.37,22.09,24.34,28.49,0.7,10.04,39.2,169
84.79,15.57,18.75,24.92,22.76,0.56,9.3,38.38,285
92.4,10.17,15.67,22.25,20.29,0.4,6.74,47.67,269
70.52,9.22,19.28,24.29,24.1,0.54,9.06,50.32,264
62.62,8.87,23.54,22.7,19.88,0.55,9.4,47.06,155
54.54,9.16,24.46,23.99,20.21,0.48,9.07,42.86,128
79.91,8.83,21.54,21.73,18.18,0.48,9.68,53.41,161
58.91,9.93,20.24,24.72,14.42,0.47,8.23,62.32,162
51.15,12.89,22.97,32.68,18.94,0.54,13.27,61.32,111
83.77,8.07,25.52,31.67,19.51,0.83,13.19,65.73,160
71.26,9.58,30.02,39.6,24.08,0.77,10.2,60.59,173
69.38,7.66,19.31,26.97,32.96,0.56,10.28,61.66,156
60.2,7.91,19.87,27.78,40.99,0.66,9.77,62.2,132
52.05,8.35,18.64,26.99,30.81,0.64,8.21,58.03,100
46.38,8.16,21.35,28.71,27.42,0.75,9.73,51.49,90
53.68,11.58,23.61,35.14,25.29,0.8,9.54,23.74,94
54.1,11.04,12.34,23.33,21.52,0.64,10.02,41.04,155
77.05,9.06,15.56,24.24,17.72,0.52,8.04,30.16,123
73.53,9.31,14.69,23.79,11.11,0.55,9.04,34.25,135
92.72,10.68,22.37,33.05,14.91,0.3,10.73,28.59,153
42.08,11.21,20.43,31.64,14.54,0.55,10.97,29.6,151
42.91,11.13,18.48,29.59,12.28,0.54,11.7,31.25,94
45.51,11.12,16.82,27.94,11.13,0.48,11,34.1,89
79.95,10.92,15.53,26.45,10,0.59,9.44,32.81,154
51.39,9.99,16.71,26.7,9.21,0.75,10.3,49.06,155
62.56,8.19,17.3,25.49,8.63,0.89,10.34,56.81,141
61.82,9.04,18.38,27.42,9.48,0.78,10.72,57.03,154
61.97,9.41,16.79,26.19,9.9,0.77,9.83,59.01,157
53.08,10.13,15.06,23.27,13.56,0.72,8.84,56.39,136
51.71,10.65,18.88,28.65,16.77,0.68,8.4,37.09,108
66.31,10.16,17.37,27.5,14.28,0.73,9.51,32.42,142
27.49,10.53,18.46,28.96,11.97,0.63,10.32,29.86,90
26.18,10.44,18.85,29.28,11.89,0.62,8.47,32.24,60
25.63,11.06,23.25,34.29,11.22,0.79,8.56,31.86,62
39.39,10.17,21.92,32.03,14.39,0.65,9.6,33.6,86
20.77,9.13,20.3,29.42,20.57,0.58,9.32,33.19,67
70.35,8.69,18.46,27.05,27.07,0.57,10.16,32.39,134
25.27,9.51,19.14,28.64,21.18,0.74,9.16,29.67,83
35.41,10.96,17.72,28.59,15.18,0.63,8.33,29.51,81
61.42,8.93,14.77,23.66,9.6,0.68,7.23,23.64,130
22.64,9.29,16.73,25.95,10.57,0.6,6.87,20.56,89
25.16,9.78,14.22,23.83,10.48,0.63,8.89,22.8,57
35.17,9.85,13.68,23.47,9.7,0.58,12.59,23.79,73
31.45,10.18,12.75,22.8,9.25,0.71,10.01,20.22,66
55.96,10.35,16.85,27.03,7.75,0.58,8.96,18.44,114
52.41,9.62,16.53,26.15,7.49,0.49,9.81,25.3,132
48.42,9.58,17.69,27.27,7.43,0.52,8.71,19.37,117
50.68,8.99,15.94,24.94,7.11,0.42,9.76,18.87,115
44.09,7.8,17.26,25.07,9.96,0.45,10.03,19.16,107
53.4,8.72,31.33,32.48,15.13,0.48,9.76,28.43,114
63.97,14.02,30.99,33.17,18.31,0.51,8.75,47.11,147
68.84,10.95,20.59,26.64,11.37,0.53,8.6,52.35,158
68.51,12.4,27.2,34.91,10,0.69,9.41,41.62,165
61.58,15.01,23.91,32.28,10.65,0.69,10.74,36.23,154
60.62,11.85,24.05,29.14,7.11,0.69,9.3,34.4,153
50.47,13.32,22.21,29.95,8.67,0.73,10.37,31.14,129
54.87,8.78,26.42,30.51,9.47,0.91,8,32.71,113
51.27,12.92,21.8,31.27,12.7,0.83,7.59,31.31,118
28.7,16.12,19.36,29.37,15.3,0.75,9.74,36.08,93
34.8,12.13,24.58,29.78,17.23,0.75,11.08,27.59,69
37.53,10.89,23.6,29.95,11.67,0.66,7.66,24.11,79
26.76,9.92,20.85,26.97,9.43,0.59,7.26,25.35,79
35.63,8.9,20.43,25.81,9.12,0.65,7.17,33.16,82
51.3,8.62,21.97,26.69,11.66,0.77,9.28,30.22,100
73.24,9.58,20.69,26.49,12.89,0.64,11.23,25.3,158
38.92,8.99,19.6,25.37,14.62,0.74,10.39,26.32,115
32.28,6.91,14.35,18.06,13.96,0.61,8.93,33.85,61
33.39,8.43,17.54,21.44,13.72,0.72,10.47,37.38,74
25.88,16.21,19.22,31.7,12.38,0.82,10.13,22.25,75
28.61,20.09,18.9,34.44,16.35,0.9,9.34,15.29,74
29.54,12.06,20.9,28.59,16.55,0.82,10.09,20.84,79
39.29,13.49,22.76,32,14.75,0.73,10.06,20.31,84
28.67,14.49,21.23,31.76,12.91,0.67,10.24,15.52,69
29.88,13.38,20.67,30.28,11.54,0.6,8.77,19.43,87
29.4,14.17,21.68,31.42,11.29,0.59,9,18.62,70
34.97,10.4,21.09,27.19,10.76,0.54,8.74,23.44,75
42.25,15.81,23.04,33.68,11.73,0.75,9.08,22.87,100
44.1,10.68,23.31,28.96,12.09,0.74,10.98,29.72,157
28.57,10.62,19.4,26.06,12.2,0.75,11.17,25.5,100
44.67,10.82,19.92,26.83,12.24,0.65,9.56,20.82,111
38.23,9.76,18.28,24.75,12.9,0.57,11.33,22.11,127
31.62,12.87,19.36,28.09,11.93,0.62,11.67,21.7,79
28.93,13.13,20.51,29.64,12.89,0.64,11.05,17.52,80
30.21,13.19,24.24,33.47,14.5,0.66,10.92,15.95,60
34.05,14.66,24.24,34.79,18.11,0.71,11.25,18.1,68
45.64,13.25,22.44,32.17,16.1,0.75,11.59,18.88,94
45.95,13.32,23.44,31.5,12.55,0.71,11.5,20.8,122
36.89,14.52,26.35,35.47,13.89,0.72,11.4,26.56,90
29.7,11.65,18.53,27.38,14.45,0.73,10.5,25.61,89
20.31,10.08,12.5,20.6,8.84,0.78,7.8,22.55,59
32.94,13.01,15.6,26.34,9.7,0.78,8.4,13.27,68
33.66,15.68,17.24,30.06,10.19,0.92,9.8,12.3,80
36.18,13.38,18.96,28.13,11.99,0.69,10.89,18.57,90
45.9,9.76,17.96,24.16,10.78,0.77,10.91,24.72,96
47.34,9.96,21.39,26.98,11.76,0.71,11.19,24.79,104
47.33,11.74,23.88,30.7,12.66,0.7,9.41,27.95,103
43.96,8.63,22.94,28.2,11.46,0.71,8.59,34.71,99
44.71,8.48,24.33,27.23,13.46,0.68,9.07,34.58,93
48.12,12.96,25.65,32.32,17.29,0.84,9.87,28.52,105
49.52,13.52,27.89,35.53,20.44,0.92,15.17,36.04,108
48.99,8.51,29.68,32.55,27.4,0.95,11.49,41.56,120
47.7,6.15,17.58,19.86,29.4,0.81,10.81,58.88,148
17.46,7.65,14.55,21.02,24.27,0.72,11.13,27.01,81
15.78,5.87,12.4,18.27,23.77,0.62,12.14,29.18,54
22,14.5,18.08,29.72,21.8,0.89,10.45,18.05,62
39.67,22.33,24.13,41.05,22.73,1.15,10.11,21.18,91
52.7,22.32,24.82,40.12,25.21,1.21,8.09,20.58,135
53.34,30.58,29.87,51.29,20.66,1.06,9.04,20.41,133
57.85,42.62,28.89,56.9,23.72,1.34,11.1,25.73,134
55.11,42.3,32.84,58.5,26.59,1.34,9.96,23.3,174
50.9,18.51,30.4,41.26,24.82,1.14,10.08,24.86,151
47.8,25.54,30.31,47.15,21.91,1.16,11.04,23.78,128
52.83,40.85,27.83,56.61,27.81,1.28,14.15,27.09,125
41.04,18,37.48,46.19,24.45,1.13,12.57,34.67,125
42.35,11.02,35.71,38.02,22.74,0.98,9.8,51.58,101
46.05,13.33,37.16,40.68,20.32,1.06,10.32,41.69,101
46.46,22.36,32.3,44.18,21.12,0.95,10.31,45.55,103
44.93,14.2,34.63,39.73,19.4,0.91,9.94,59.91,118
44.43,17.76,41,47.78,19.02,1.1,10.18,53.06,116
49.14,33.36,37.55,59.12,22.65,1.12,11.77,28.8,109
69.46,17.1,36.41,45.2,27.93,1.01,16.05,35.97,121
71.12,9.91,27.52,31.45,21.64,0.9,9.12,62.94,178
61.36,13.2,28.83,34.58,17.21,0.92,8.56,63.73,137
59.86,11.34,35.09,37.28,15.96,0.8,11.57,61.39,130
65.77,11.34,36.45,38.31,14.96,0.9,11.12,55.39,142
66,34.26,40.58,64,15.86,1.38,14.45,53.49,152
85.38,46.41,42.5,83.77,24.55,1.43,13.89,27.12,195
58.16,52.28,45.45,77.86,25.93,1.6,11.8,26.39,151
67.49,43.71,59.26,87.19,27.25,1.36,13.06,28.91,149
78.42,20.04,53.89,57.64,25.15,1.26,9.78,52.77,151
72.99,19.95,47.86,54.99,24.57,1.54,9.25,61.5,180
74.69,7.04,38.28,34.6,20.42,0.96,10.36,77.81,185
60.43,27.39,47.36,59.74,22.14,1.28,9.52,53.21,163
51.98,19.57,37.34,48.23,23.69,1.27,8.39,57.11,117
59.1,29.87,42.32,58.23,24.74,1.3,9.23,47.41,135
55.75,23.33,41,53.35,24.69,1.2,9.29,43.91,139
62.72,11.61,35.17,39.16,24.39,1.02,9.15,61.83,146
69.35,15.15,45.64,52.5,28.22,1.09,10.26,58.93,160
80.31,13.14,44.02,49.04,27.6,1.07,12.13,70.93,186
92.86,19.73,56.12,63.9,28.68,1.63,11.43,59.07,212
80.37,22.04,54.2,62.39,24.58,1.62,11.32,48.61,219
60.99,17.36,50.16,59.68,22.85,1.43,9.62,102.73,218
71.04,39,55.17,81.51,22.34,1.91,13.46,56.74,195
63.12,65.05,58.43,110.57,26.49,1.92,8.24,45.11,194
49.51,43.49,50.46,81.95,21.28,1.44,11.34,40.8,142
79.78,14.27,40.36,46.16,19.89,1.08,9.9,41.88,169
44.83,19.13,44.42,53.37,20.85,0.95,9.49,39.54,120
74.94,25.57,51.35,66.09,19.99,1.4,10.95,39.45,145
74.51,41.43,46.85,75.93,16.08,1.53,16.96,36.81,141
106.88,33.54,29.13,53.74,14.73,1.96,27.32,41.57,250
108.86,62.22,34.38,87.8,21.6,2.74,14.94,41.49,243
99.02,50,44.37,82.3,17.78,2.65,12.17,43.69,258
60.18,25.95,55.83,80.06,20.19,2.42,10.39,41.03,175
70.21,55.58,56.75,96.78,19.89,2.39,15.29,32.75,164
73.57,83.87,64.22,118.02,19.49,2.46,11.52,21.63,202
56.53,13.73,56.95,59.62,14.39,1.26,10.2,48.12,139
84.76,21.54,68,76.85,18.3,1.53,7.17,28.87,158
87.76,15.07,60.76,64.28,17.31,1.4,10.46,41.94,210
77.87,46.15,47.14,77.97,21.08,1.96,9.88,33.16,193
67.8,15.19,41.75,44.87,15.08,1.21,12.13,58.23,184
59.2,15.81,46.42,46.87,13.44,1.24,11.45,61.44,132
68.34,30.79,51.87,68.81,21.02,1.29,11.07,31.97,159
87.81,25.94,47.29,61.09,16.6,1.74,13.14,52.16,161
72.61,8.89,41.72,39.46,11.04,0.99,12.48,73.92,201
70.4,13.08,46.13,48.41,14.94,1.16,12.7,52.86,175
74.86,26.61,43.16,58.75,20.48,1.49,13.3,49.72,157
92.15,74.39,41.7,99.17,23.81,1.71,11.59,32.84,220
63.6,27.15,47.57,61.76,17.38,1.24,10.68,42.32,176
67.29,7.75,39.88,37.17,13.18,1.13,13.03,77.62,149
82.51,7.44,36.11,34.09,12.35,1.14,10.07,76.29,175
73.02,23.35,43.46,52.5,10.9,1.39,9.53,48.1,198
69.45,72.64,37.52,92.54,15.13,1.85,13,30.05,159
73.56,72.67,45.95,100.82,20.92,1.87,13.79,27.97,180
71.73,34.49,47.58,67.09,20.88,1.51,12.63,38.64,184
71.78,38.83,49.84,73.89,22.92,1.74,11.81,31.94,184
59.35,29.9,46.31,61.42,20.89,1.53,17.2,41.29,154
62.76,41.53,47.89,73.62,21.22,1.53,17.2,37.25,143
74.1,38.9,47.68,70.96,26.67,1.63,15.92,38.44,173
55.16,26.41,41.09,54.14,22.4,1.37,20.16,42.89,163
62.2,28.55,42.12,57.28,23.52,1.44,19.89,45.1,158
74.88,36.81,44.12,66.72,25.28,1.71,19.87,39.29,168
74.13,37.62,44.22,66.35,23.16,1.57,17.52,40.62,185
63.82,15.57,36.56,37.78,20.59,1,16.02,66.08,162
55.57,7.38,34.55,31.13,20.84,0.91,8.99,57.6,127
42.72,10.7,38.22,36.73,17.55,0.97,8.75,34.36,94
32.37,9.44,39.1,36.44,15.67,0.86,9.44,42.84,88
37.28,14.33,43.15,44.32,15.5,0.81,9.86,37.65,80
37.75,20.73,36.18,46.98,14.2,0.92,10.88,40.2,163
38.53,8.87,35.52,39.09,15.93,1.09,13.18,47.35,109
42.37,23.73,39.21,53.39,16.3,1.31,11.59,39.36,108
64.83,61.85,50.9,94.52,18.6,1.95,9.98,28.43,163
86.29,96.56,52.17,130.73,21.22,1.95,11.88,28.96,205
110.36,89.82,46.93,131.34,22.31,2.17,10.81,30.54,244
65.08,25.48,44.77,61.55,18.88,1.18,9.44,41.4,201
63.37,11.3,34.44,39.64,17.76,0.95,10.25,67.92,154
62.08,19.03,41.02,50.01,20.08,1.31,12.24,55.13,144
54.27,18.09,41.7,47.54,21.02,1.08,15.93,39.63,135
54.98,51.18,41.21,79.21,27.06,1.77,17.73,27.87,122
96.51,60.48,37.01,80.07,21.47,1.24,16.97,26.57,214
87.99,42.03,40.43,68.26,21.78,1.32,19.57,27.74,212
90.45,52.53,45.19,84.93,28.43,1.92,12.89,26.59,213
98.76,60.72,38.6,92.12,29.55,1.63,13.73,32.67,238
135.19,67.39,44.47,105.68,33.27,2,14.5,28.89,239
113.17,70.73,47.56,103.19,30.17,1.84,16.89,36.04,275
76.03,63.37,46.22,90.9,25.62,1.66,15.89,32.9,173
98.19,26.38,45.85,56.9,24.2,1.12,19.49,30.52,232
65.04,18.83,38.01,44.36,21.58,1.06,22.65,37.85,203
63.41,6.08,25.45,23.06,19.01,0.8,13.07,61.45,134
98.16,6.27,29.73,27.82,19.69,1.05,11.12,52.22,196
50.19,7.92,32.05,30.17,20.1,0.82,14.19,45.11,179
70.88,18.65,40.04,45.02,21.9,1.09,17.31,35.76,123
65.03,13.01,30.68,33.01,19.42,0.98,15.86,38.67,158
65.24,17.36,27.58,36.73,23.16,1.42,11.8,37.97,141
50.08,9.32,27.8,26.92,21.15,1.03,11.48,53.55,126
70.83,15.41,28.84,33.21,23.65,1.16,15.38,59.19,130
68,7.97,28.75,26.46,23.17,0.89,16.28,62.46,174
49.54,8.51,23.87,24.09,20.99,0.74,17.6,49.14,144
58.11,38.8,31.85,62.74,26.98,1.57,18.46,34.28,122
58.36,36.69,26.29,55.87,27.04,1.25,15.56,40.67,175
68.19,22.37,34.61,43.24,24.26,1.28,16.52,46.79,131
76.46,30.4,37.4,58.35,34.27,1.85,19.45,42.24,191
93.52,29.64,24.58,54.21,33.43,1.66,18.23,34.68,243
64.56,15.12,20.26,35.14,23.64,1.09,22.47,42.14,176
60.48,7.73,16.53,24.49,19.15,0.91,20.26,45.35,124
44.36,14.09,17.62,27.5,24.75,0.92,17.52,28.28,131
44.62,12.34,23.65,28.12,25.92,0.8,22.04,32.06,99
52.33,8.28,22.69,24.05,23.32,0.79,18.41,38.57,109
37.73,26.87,22.47,38.08,22.58,0.69,11,35.6,129
43.55,48.46,18.45,50.12,18.55,0.72,10.26,42.7,89
46.7,9.61,22.82,26.88,18.59,0.87,11.39,38.33,89
56.01,14.48,25.32,34.59,21.58,1.16,13.56,29.3,118
47.51,12.43,24.17,32.23,19.87,1.05,12.25,35.66,130
42.38,14.06,23.48,33.17,22.27,1.15,9.88,39.17,115
35.72,8.7,17.64,20.78,17.94,0.86,12.95,52.58,100
51.65,10.52,18.38,22.27,18.38,0.88,11.9,35.74,102
60,11.43,19.26,24.54,20.22,1.07,10.13,37.83,138
67.4,13.55,19.99,26.64,21.17,1.08,11.35,44.31,159
58.23,12.61,21.47,26.76,20.09,1.06,10.6,53.22,182
59.43,13.24,23.02,29.1,20.81,1.36,12.14,54.55,151
54.13,14.61,25.39,32.37,23.8,1.31,11.4,44.72,151
52.17,13.66,23.04,28.47,23.32,1.03,9.66,33.03,130
50.76,12.04,21.84,26.93,20.85,0.98,13.03,42.95,127
48.6,15.67,28.3,36.76,25.39,1.83,14.17,36.72,115
52.06,19.94,38.73,52.19,29.54,1.69,10.68,42.35,128
45.82,16.33,34.07,42.81,27.63,1.26,9.57,48.86,115
47.75,14.2,31.9,38.43,28.93,1.16,10.23,59.92,107
45.85,13.56,30.14,35.96,28.48,1.19,14.76,64.44,108
42.63,14.43,33.57,40.18,33.31,1.08,10.92,44.74,97
51.51,13.4,36.87,42.96,29.21,1.09,12.21,43.88,115
39.78,13.32,37.37,43.88,27.04,1.09,14.24,45.13,98
48.23,16.3,45.05,54.32,28.78,1.29,16.09,36.24,102
